,0,1,prob_ratio
attack on,0.0025233753086512005,0.002452689898405012,1.0288195463650565
edward snowden,0.0012532826292412699,0.0012189424645996738,1.028172096418738
in an,0.0019630403030291726,0.0019098410275306646,1.0278553422675667
israel to,0.000711625457139976,0.000692543559509397,1.0275533536751056
the rest,0.0005248471219326333,0.0005115939358846136,1.025905674634519
in it,0.0010478264605131933,0.0010215428751908203,1.0257293021768306
to have,0.0026167644762548703,0.0025513896931094403,1.0256232057854542
in new,0.0010291486269924587,0.0010050929094067493,1.023933824784326
a court,0.0005061692884118989,0.0004951439701005427,1.0222668940290585
the australian,0.0005061692884118989,0.0004951439701005427,1.0222668940290585
rise in,0.0006742697900985076,0.0006596436279412543,1.0221728241397579
the taliban,0.0008423702917851159,0.0008241432857819659,1.0221163071004769
they have,0.0010104707934717237,0.0009886429436226777,1.0220785977281772
protest in,0.001178571295158333,0.0011531426014633895,1.0220516470926262
