,0,1,prob_ratio
offer to,0.0003660122059274101,0.0002491966686340085,1.4687684547860744
nuclear reactor,0.0005150669504227355,0.0003512070008233691,1.4665623100200549
after being,0.0011775324815130705,0.0008029670433762503,1.4664767268179253
said the,0.0006806833331953192,0.0004677902376112095,1.45510375905076
people are,0.0009125462690769371,0.0006280921881944893,1.4528858760369845
nuclear weapon,0.0007634915245816115,0.0005260818560051296,1.4512789518712597
which ha,0.00038257384420466883,0.0002637695732324887,1.4504093080799165
child and,0.00038257384420466883,0.0002637695732324887,1.4504093080799165
and ha,0.00038257384420466883,0.0002637695732324887,1.4504093080799165
to face,0.00038257384420466883,0.0002637695732324887,1.4504093080799165
next year,0.00038257384420466883,0.0002637695732324887,1.4504093080799165
child sex,0.00039913548248192725,0.0002783424778309689,1.4339725851126224
say no,0.000481943673868219,0.00033663409622488905,1.4316543667824295
30 year,0.000481943673868219,0.00033663409622488905,1.4316543667824295
ha no,0.000481943673868219,0.00033663409622488905,1.4316543667824295
report that,0.000481943673868219,0.00033663409622488905,1.4316543667824295
sex abuse,0.0006475600566408028,0.000453217333012729,1.4288069088977573
if the,0.0008131764394133863,0.0005698005698005694,1.4271246511704938
the ground,0.0006641216949180612,0.0004677902376112095,1.4196997746456328
in africa,0.0006641216949180612,0.0004677902376112095,1.4196997746456328
new york,0.0006641216949180612,0.0004677902376112095,1.4196997746456328
away from,0.0005813135035317694,0.0004094986192172892,1.4195737818185692
year the,0.0005813135035317694,0.0004094986192172892,1.4195737818185692
the poor,0.0004985053121454775,0.0003512070008233691,1.4194059656464209
gaza strip,0.0004985053121454775,0.0003512070008233691,1.4194059656464209
to stand,0.00033288892937289314,0.00023462376403552882,1.4188201725486091
china to,0.0007634915245816115,0.0005406547606036093,1.4121609208235177
fossil fuel,0.0006806833331953192,0.00048236314220968915,1.4111429204087442
pirate party,0.0005978751418090278,0.0004240715238157692,1.40984505733699
15 year,0.00043225875903644387,0.0003074882870279288,1.4057730888369817
the highest,0.00043225875903644387,0.0003074882870279288,1.4057730888369817
in italy,0.00043225875903644387,0.0003074882870279288,1.4057730888369817
leader of,0.0007800531628588697,0.0005552276652020895,1.404924883515934
any other,0.0003494505676501519,0.0002491966686340085,1.4023083437097823
get a,0.0003494505676501519,0.0002491966686340085,1.4023083437097823
a public,0.0003494505676501519,0.0002491966686340085,1.4023083437097823
had been,0.0007966148011361281,0.0005698005698005694,1.3980589759939057
would have,0.0005316285886999945,0.00038035281002032906,1.397724887773486
the largest,0.000713806609749836,0.0005115089514066495,1.3954919220609299
to close,0.0004488203973137022,0.0003220611916264087,1.3935873336590465
to sue,0.0004488203973137022,0.0003220611916264087,1.3935873336590465
by police,0.0006309984183635445,0.000453217333012729,1.3922645327111138
convicted of,0.0006309984183635445,0.000453217333012729,1.3922645327111138
prison for,0.0008131764394133863,0.0005843734743990496,1.391535507749783
death in,0.0009953544604632287,0.0007155296157853696,1.3910737424484123
in iran,0.0011775324815130705,0.0008466857571716905,1.3907550369650201
to try,0.0003660122059274101,0.0002637695732324887,1.3876210263448538
young people,0.0003660122059274101,0.0002637695732324887,1.3876210263448538
if it,0.0006475600566408028,0.0004677902376112095,1.3842957902405049
link to,0.00046538203559096076,0.00033663409622488905,1.3824566222194599
time to,0.00046538203559096076,0.00033663409622488905,1.3824566222194599
risk of,0.00038257384420466883,0.0002783424778309689,1.3744716479710195
new report,0.00038257384420466883,0.0002783424778309689,1.3744716479710195
